url,facilities,about,name,address,geocode_address_suburb,long_suburb,lat_suburb,geocode_address_no_suburb,long_no_suburb,lat_no_suburb,dist_suburb,dist_no_suburb,ratio_suburb,ratio_no_suburb
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13417,"BBQ,playground",Local Park - Leisure,Meadowood Reserve,"Meadowood Drive, Unsworth Heights","Meadowood Dr, Unsworth Heights, Auckland 0632, New Zealand",-36.7547982,174.7243083,"Meadowood Dr, Unsworth Heights, Auckland 0632, New Zealand",-36.7547982,174.7243083,12,21,0.8888888888888888,0.7551020408163265
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13416,"playground, toilets",Local Park - Sport,Meadowland Park,"41R Meadowland Drive, Howick","41 Meadowland Dr, Somerville, Auckland 2014, New Zealand",-36.9103812,174.9357823,"41 Meadowland Dr, Somerville, Auckland 2014, New Zealand",-36.9103812,174.9357823,14,17,0.8269230769230769,0.8210526315789474
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13412,playground,Local Park - Leisure,McShane Street Reserve,"31 Mcshane Street, Pukekohe","31 McShane St, Pukekohe 2120, New Zealand",-37.1958233,174.8920429,"31 McShane St, Pukekohe 2120, New Zealand",-37.1958233,174.8920429,10,11,0.8409090909090909,0.7792207792207793
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13409,"playground, toilets",Premier Park - Sport,Mcleod Park,"200 McLeod Road, Te Atatu South","200 McLeod Rd, Te Atatu South, Auckland 0610, New Zealand",-36.8754271,174.6555045,"200 McLeod Rd, Te Atatu South, Auckland 0610, New Zealand",-36.8754271,174.6555045,6,21,0.9454545454545454,0.7741935483870968
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13402,playground,Local Park - Leisure,Mckinley Park,"8-10 McKinley Road, Sunnyvale","McKinley Rd, Sunnyvale, Auckland 0612, New Zealand",-36.8998204,174.6377123,"McKinley Rd, Sunnyvale, Auckland 0612, New Zealand",-36.8998204,174.6377123,11,21,0.8910891089108911,0.7640449438202247
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13399,playground,Local Park - Leisure,McIntosh Park,"7 Romilly Court, Papakura Central","7 Romilly Ct, Papakura, Papakura 2110, New Zealand",-37.059776,174.9689349,"7 Romilly Ct, Papakura, Papakura 2110, New Zealand",-37.059776,174.9689349,20,19,0.7476635514018691,0.7045454545454546
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13393,playground,Local Park - Leisure,Mcclintock Reserve,"Between 22 and 24 McClintock Road, Massey","22 McClintock Rd, Massey, Auckland 0614, New Zealand",-36.8347342,174.6055587,"22 McClintock Rd, Massey, Auckland 0614, New Zealand",-36.8347342,174.6055587,6,13,0.94,0.8571428571428571
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13389,playground,,Maygrove Reserve,"110 Riverside Road, Orewa","110 Riverside Rd, Orewa 0931, New Zealand",-36.5918641,174.6860763,"110 Riverside Rd, Orewa 0931, New Zealand",-36.5918641,174.6860763,10,10,0.8409090909090909,0.8
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1255,"This open space runs from the Glen Innes Shopping Centre, starting with the Ruapotaka Marae, Glen Innes Community Centre/CAB/Plunket facility and Glen Innes Library all the way down to the","A lovely long open space, with a creek running through the centre of it. It is a favourite walkway for locals. Still has remnants of the community garden established by Tom Court with the feijoas trees still providing fruit for school children running parallel to the path.",Maybury Reserve,"40 Maybury Street, Pt England","40 Maybury St, Point England, Auckland 1072, New Zealand",-36.8807452,174.8595218,"40 Maybury St, Glen Innes, Auckland 1072, New Zealand",-36.8800164,174.861479,9,17,0.9142857142857143,0.8089887640449438
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13384,playground,Local Park - Leisure,Maxwell Park,"27R Maxwell Avenue, Papatoetoe","27 Maxwell Ave, Papatoetoe, Auckland 2025, New Zealand",-36.9652914,174.8603342,"27 Maxwell Ave, Papatoetoe, Auckland 2025, New Zealand",-36.9652914,174.8603342,6,17,0.9423076923076923,0.8131868131868132
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13382,playground,Local Park - Leisure,Maui Reserve,"18 Maui Street, New Lynn","18 Maui St, New Lynn, Auckland 0600, New Zealand",-36.9180767,174.6862693,"18 Maui St, New Lynn, Auckland 0600, New Zealand",-36.9180767,174.6862693,6,15,0.9347826086956522,0.8148148148148148
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13379,playground,Local Park - Leisure,Mathews Park,"29R Matthews Road, Flat Bush","29 Matthews Rd, Flat Bush, Auckland 2023, New Zealand",-36.98315,174.9012209,"29 Matthews Rd, Flat Bush, Auckland 2023, New Zealand",-36.98315,174.9012209,6,16,0.9411764705882353,0.8222222222222222
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13377,"playground, toilets",,Matheson Bay Reserve,"2 Matheson Bay Road, Matheson Bay","Auckland, New Zealand",-36.8484597,174.7633315,"2 Matheson Bay Rd, Leigh 0985, New Zealand",-36.3012117,174.7963032,34,10,0.5526315789473685,0.8048780487804879
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1215,"The remainder of the reserve is an open, grassed area with peripheral planting. This planting consists of specimen trees such as betula pendula and prunus spp surrounded by a lower planting level which includes varieties of pittosporum, lantana, grevillea, nandina, phormium and hebe. A mature vitex lucens (puriri) dominates the street frontage of the reserve.",A hall is located on the western side of the reserve. An area to the rear of the hall is fenced and contains play equipment for use by the kindergarten.,Massey Reserve,"21 to 27 Massey Avenue, Greenlane","21-27 Massey Ave, Greenlane, Auckland 1061, New Zealand",-36.8984438,174.7985935,"21-27 Massey Ave, Greenlane, Auckland 1061, New Zealand",-36.8984438,174.7985935,9,19,0.912621359223301,0.7912087912087912
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13367,"playground, toilets",Local Park - Sport,Massey Park,"Belgium Street, Waiuku","Massey Park, Waiuku 2123, New Zealand",-37.2559379,174.7279647,"Massey Park 2 Ron Keat Dr, Papakura, Auckland 2110, New Zealand",-37.0642781,174.9480004,10,29,0.825,0.7010309278350515
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13364,playground,Local Park - Sport,Massey Domain,"4 Red Hills Road, Massey","4 Red Hills Rd, Massey, Auckland 0614, New Zealand",-36.837638,174.600495,"4 Red Hills Rd, Massey, Auckland 0614, New Zealand",-36.837638,174.600495,6,13,0.9375,0.8505747126436781
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13363,"playground, toilets",Local Park - Leisure,Mason Park,"13 Fruitvale Road, New Lynn","13 Fruitvale Rd, New Lynn, Auckland 0600, New Zealand",-36.910828,174.6680949,"13 Fruitvale Rd, New Lynn, Auckland 0600, New Zealand",-36.910828,174.6680949,6,15,0.9411764705882353,0.8351648351648352
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1205,"Barbecue, playground, toilets",Local green open space with magnificent views south from Waiheke Island.,Mary Wilson Reserve,"Valley and McMillan Roads, Kauakarua Bay (corner), Waiheke Island","Waiheke Island, Auckland, New Zealand",-36.7978867,175.1127916,"Auckland, New Zealand",-36.8484597,174.7633315,48,47,0.6065573770491803,0.47191011235955055
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13358,"playground, toilets",,Martins Bay Reserve,"Beach end of Martins Bay Road, Martins Bay","Auckland, New Zealand",-36.8484597,174.7633315,"Martins Bay Rd, Mahurangi East 0982, New Zealand",-36.4451221,174.7521633,35,19,0.5454545454545454,0.7111111111111111
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13357,playground,Local Park - Leisure,Martin Jugum Reserve,"36 Martin Jugum Lane, Ranui","36 Martin Jugum Ln, Ranui, Auckland 0612, New Zealand",-36.867186,174.6103483,"36 Martin Jugum Ln, Ranui, Auckland 0612, New Zealand",-36.867186,174.6103483,6,12,0.9411764705882353,0.8723404255319149
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13353,playground,Local Park - Leisure,Marrendallas Park,"29R Marrendallas Drive, Highland Park","Highland Park, Auckland, New Zealand",-36.8999037,174.9055058,"Auckland, New Zealand",-36.8484597,174.7633315,21,20,0.7741935483870968,0.6774193548387096
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13352,playground,Local Park - Leisure,Marlene Glade,"Between 6 and 8 Porter Avenue, Te Atatu South","6 Porter Ave, Te Atatu South, Auckland 0610, New Zealand",-36.8594444,174.6463803,"6 Porter Ave, Te Atatu South, Auckland 0610, New Zealand",-36.8594444,174.6463803,6,21,0.9444444444444444,0.7692307692307693
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13351,"playground, toilets",Local Park - Leisure,Marlborough Park,"Edgeworth Place, Glenfield","Marlborough Park, Glenfield, Auckland 0629, New Zealand",-36.7836906,174.7331887,"Marlborough Park, Glenfield, Auckland 0629, New Zealand",-36.7836906,174.7331887,6,16,0.9433962264150944,0.8297872340425532
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13350,playground,Local Park - Leisure,Marinich Reserve,"22 Marinich Drive, Ranui","22 Marinich Dr, Ranui, Auckland 0612, New Zealand",-36.8651141,174.6059274,"22 Marinich Dr, Ranui, Auckland 0612, New Zealand",-36.8651141,174.6059274,6,12,0.9361702127659575,0.8604651162790697
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13346,playground,There is a children's playground  and you can also join the Waipareira walkway for a scenic stroll.,Marina View Reserve,"40 Marina View Drive, West Harbour","40 Marina View Dr, West Harbour, Auckland 0618, New Zealand",-36.8107084,174.6392875,"40 Marina View Dr, West Harbour, Auckland 0618, New Zealand",-36.8107084,174.6392875,6,19,0.9473684210526315,0.8080808080808081
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1175,"Playground, bike stands, toilets","A lovely open space available for a variety of passive and active sports, this venue also caters for the Lynfield Recreation Centre, Day Care Centre and Scout Den.",Margaret Griffen Park,"112 White Swan Road, Mt Roskill","112 White Swan Rd, Mount Roskill, Auckland 1041, New Zealand",-36.9191682,174.7219842,"112 White Swan Rd, Mount Roskill, Auckland 1041, New Zealand",-36.9191682,174.7219842,9,20,0.9203539823008849,0.8
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13336,"playground, toilets",Local Park - Coastal,Maraetai Park,"186R and 188R and 194 and 208R Maraetai  Drive, Maraetai","208/194 Maraetai Dr, Maraetai, Auckland 2018, New Zealand",-36.8803555,175.0421572,"208/194 Maraetai Dr, Maraetai, Auckland 2018, New Zealand",-36.8803555,175.0421572,30,32,0.7480916030534351,0.65
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13333,playground,Local Park - Leisure,Maraetai Drive Reserve,"161R Maraetai Drive, Maraetai","161 Maraetai Dr, Maraetai, Auckland 2018, New Zealand",-36.8796744,175.0383671,"161 Maraetai Dr, Maraetai, Auckland 2018, New Zealand",-36.8796744,175.0383671,6,15,0.9411764705882353,0.8351648351648352
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13327,playground,Local Park - Leisure,Manutewhau Reserve,"13 Jadewynn Drive, Massey","13 Jadewynn Dr, Massey, Auckland 0614, New Zealand",-36.8252087,174.6210037,"13 Jadewynn Dr, Massey, Auckland 0614, New Zealand",-36.8252087,174.6210037,6,13,0.9375,0.8505747126436781
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13326,playground,Local Park - Leisure,Manuroa Reserve,"103R Manuroa Road, Takanini","103 Manuroa Rd, Takanini 2112, New Zealand",-37.0373694,174.92606,"103 Manuroa Rd, Takanini 2112, New Zealand",-37.0373694,174.92606,10,12,0.8444444444444444,0.8354430379746836
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13325,,Local Park - Sport,Manurewa Recreation Centre,"31R Russell Road, Manurewa","31 Russell Rd, Manurewa, Auckland 2102, New Zealand",-37.0235553,174.8896561,"31 Russell Rd, Manurewa, Auckland 2102, New Zealand",-37.0235553,174.8896561,6,15,0.9387755102040817,0.8275862068965517
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13321,"playground, toilets",Local Park - Sport,Manukau Sports Bowl,"1-6R Boundary Road (Sports Bowl area not including Velodrome), Manukau Central","Manukau, Auckland, New Zealand",-36.9941017,174.87266,"Auckland, New Zealand",-36.8484597,174.7633315,69,60,0.46511627906976744,0.4117647058823529
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13319,playground,Local Park - Leisure,Manukau Park,"96R Muir Avenue, Mangere Bridge","96 Muir Ave, Mangere Bridge, Auckland 2022, New Zealand",-36.9436518,174.7660031,"96 Muir Ave, Mangere Bridge, Auckland 2022, New Zealand",-36.9436518,174.7660031,6,21,0.9433962264150944,0.7640449438202247
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13316,"playground, toilets",Natural,Manuka Reserve,"Manuka Road, Glenfield","Manuka Rd, Glenfield, Auckland 0629, New Zealand",-36.7745843,174.7163341,"Manuka Reserve Manuka Rd, Bayview, Auckland 0629, New Zealand",-36.7781848,174.6998774,12,24,0.865979381443299,0.7551020408163265
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13315,playground,Local Park - Leisure,Manuka Park,"62-68 Nikau Street, New Lynn","62/68 Nikau St, New Lynn, Auckland 0600, New Zealand",-36.9023641,174.6744646,"62/68 Nikau St, New Lynn, Auckland 0600, New Zealand",-36.9023641,174.6744646,7,16,0.92,0.8089887640449438
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13313,playground,,Manuhiri Reserve,"End of Taumata Road, Omaha South","Auckland, New Zealand",-36.8484597,174.7633315,"Auckland, New Zealand",-36.8484597,174.7633315,32,18,0.5675675675675675,0.7
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13310,"playground, toilets",,Manly Park,"68 Laurence Street, Manly","68 Laurence St, Manly, Whangaparaoa 0930, New Zealand",-36.6291912,174.7574488,"68 Laurence St, Manly, Whangaparaoa 0930, New Zealand",-36.6291912,174.7574488,16,21,0.7755102040816326,0.7333333333333333
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13308,,,Mangere Domain,"17R Domain Road, 22R and 22 Mountain Road, 27R Putini Road, 21W Kanohi Terrace, Mangere Bridge","21 Kanohi Terrace, Mangere Bridge, Auckland 2022, New Zealand",-36.9509848,174.7794927,"21 Kanohi Terrace, Mangere Bridge, Auckland 2022, New Zealand",-36.9509848,174.7794927,63,59,0.6190476190476191,0.5165562913907285
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13307,"playground, toilets",Local Park - Sport,Mangere Centre Park,"93R and 101R and 141R and 161R Robertson Road, Mangere","161/141 Robertson Rd, Mangere East, Auckland 2024, New Zealand",-36.9629018,174.8060666,"161/141 Robertson Rd, Mangere East, Auckland 2024, New Zealand",-36.9629018,174.8060666,32,37,0.746268656716418,0.6612903225806451
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13300,playground,Local Park - Leisure,Malcolm Hahn Memorial Reserve,"41 Waimarie Road, Whenuapai","41 Waimarie Rd, Whenuapai, Auckland 0618, New Zealand",-36.777541,174.6369891,"41 Waimarie Rd, Whenuapai, Auckland 0618, New Zealand",-36.777541,174.6369891,6,16,0.9411764705882353,0.8222222222222222
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13296,"playground, toilets",Local Park - Leisure,Mairangi Bay Village Green,"Sidmouth Street, Mairangi Bay","Mairangi Bay, Auckland, New Zealand",-36.7384397,174.7532362,"Bay View Rd, Browns Bay, Auckland 0630, New Zealand",-36.713523,174.7472239,29,27,0.7070707070707071,0.66
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1150,"Located close to the waterfront area and flat, is used as a location for those fun events after Round the Bays.",A large open space catering to the fans of soccer and cricket. A lovely park for both informal and formal activities throughout the year.,Madills Farm Recreational Reserve,"6 Baddeley Avenue, Kohimarama","6 Baddeley Ave, Kohimarama, Auckland 1071, New Zealand",-36.8556587,174.8455952,"6 Baddeley Ave, Kohimarama, Auckland 1071, New Zealand",-36.8556587,174.8455952,6,17,0.9423076923076923,0.8131868131868132
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13272,playground,Natural,Lynn Reserve,"Lynn Road, Bayview","Lynn Reserve 93 Lynn Rd, Bayview, Auckland 0629, New Zealand",-36.7738899,174.7035943,"Lynn Reserve 93 Lynn Rd, Bayview, Auckland 0629, New Zealand",-36.7738899,174.7035943,16,25,0.8380952380952381,0.7368421052631579
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1145,"Playground, toilets",Local green open space.,Lynfield Reserve,"34 Rangitiki Crescent, Lynfield","34 Rangitiki Cres, Lynfield, Auckland 1042, New Zealand",-36.9268512,174.7210584,"34 Rangitiki Cres, Lynfield, Auckland 1042, New Zealand",-36.9268512,174.7210584,6,15,0.9433962264150944,0.8421052631578947
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1140,"Playground, viewing platform, boardwalk, lookout","Local green with coastal access. Part of the Lynfield Cove Ramble consists of a pleasant rambling walk with a few semi steep rises. It skirts the forest strip that widens into the Manukau Domain. Take in the panoramic scenes before plunging into the depths of primeval forest, and then emerging into a blast of light and magnificent views of the foreshore.",Lynfield Cove Reserve,"38 Strathnaver Crescent, Mt Roskill","38 Strathnaver Cres, Lynfield, Auckland 1042, New Zealand",-36.9284998,174.7128393,"38 Strathnaver Cres, Lynfield, Auckland 1042, New Zealand",-36.9284998,174.7128393,15,15,0.8214285714285714,0.8484848484848485
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13270,playground,Local Park - Leisure,Lydford Green,"Between 15 and 17 Lydford Place, Glendene","15 Lydford Pl, Glendene, Auckland 0602, New Zealand",-36.8944759,174.6483094,"15 Lydford Pl, Glendene, Auckland 0602, New Zealand",-36.8944759,174.6483094,9,14,0.9108910891089109,0.8222222222222222
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1125,"Playground, table",Local green open space.,Luke Street Reserve,"30 Luke Street, Otahuhu","30 Luke St, Otahuhu, Auckland 1062, New Zealand",-36.9369064,174.8486021,"30 Luke St, Otahuhu, Auckland 1062, New Zealand",-36.9369064,174.8486021,6,14,0.9333333333333333,0.825
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13268,playground,Local Park - Leisure,Luke Street Reserve,"30 Luke Street, Otahuhu","30 Luke St, Otahuhu, Auckland 1062, New Zealand",-36.9369064,174.8486021,"30 Luke St, Otahuhu, Auckland 1062, New Zealand",-36.9369064,174.8486021,6,14,0.9333333333333333,0.825
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13264,"BBQ,playground, toilets",There is a children's playground  and you can also join the Waipareira walkway for a scenic stroll.,Luckens Reserve,"84-100 Marina View Drive, West Harbour","84/100 Marina View Dr, West Harbour, Auckland 0618, New Zealand",-36.8165223,174.6428483,"84/100 Marina View Dr, West Harbour, Auckland 0618, New Zealand",-36.8165223,174.6428483,7,20,0.9344262295081968,0.8037383177570093
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13252,playground,Local Park - Leisure,Longford Park Link Reserve,"7R, 26R, 29R, 50R Longford Park Drive, 6R Moss Crescent, Takanini","6 Moss Cres, Takanini 2112, New Zealand",-37.0526164,174.924295,"Auckland, New Zealand",-36.8484597,174.7633315,46,49,0.5833333333333334,0.46153846153846156
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13249,playground,Local Park - Leisure,Lone Tree Park,"1-5 Lone Tree Avenue, Te Atatu Peninsula","1-5 Lone Tree Ave, Te Atatu Peninsula, Auckland 0610, New Zealand",-36.8453059,174.6531328,"1-5 Lone Tree Ave, Te Atatu Peninsula, Auckland 0610, New Zealand",-36.8453059,174.6531328,6,25,0.9523809523809523,0.7619047619047619
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13245,playground,Local Park - Leisure,Logan Carr Reserve,"585R Chapel Road, Dannemora","585 Chapel Rd, Dannemora, Auckland 2016, New Zealand",-36.9304667,174.9159218,"585 Chapel Rd, Dannemora, Auckland 2016, New Zealand",-36.9304667,174.9159218,6,16,0.94,0.8181818181818182
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13244,playground,Local Park - Leisure,Lockington Green,"2 Neta Grove, Henderson","Neta Grove, Henderson, Auckland 0612, New Zealand",-36.8732259,174.6192205,"Neta Grove, Henderson, Auckland 0612, New Zealand",-36.8732259,174.6192205,8,18,0.9166666666666666,0.7857142857142857
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13243,playground,Local Park - Leisure,Locket Reserve,"Bruce Road, Locket Road, Glenfield","Locket Reserve Locket Rd, Glenfield, Auckland 0629, New Zealand",-36.778447,174.7398813,"Locket Reserve Locket Rd, Glenfield, Auckland 0629, New Zealand",-36.778447,174.7398813,9,19,0.928,0.831858407079646
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13239,"playground, toilets",Premier Park - Sport,Lloyd Elsmore Park,"2R Bells Road, Pakuranga","2 Bells Rd, Pakuranga Heights, Auckland 2010, New Zealand",-36.9046623,174.8994375,"2 Bells Rd, Pakuranga Heights, Auckland 2010, New Zealand",-36.9046623,174.8994375,14,24,0.8627450980392157,0.7333333333333333
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13237,playground,Local Park - Coastal,Little Shoal Bay,"Glade Place, Birkenhead","Little Shoal Bay, Auckland, New Zealand",-36.8232887,174.7406974,"Little Shoal Bay, Auckland, New Zealand",-36.8232887,174.7406974,13,0,0.8571428571428571,1.0
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1110,,Local green with playground. This former cone has undergone some extensive modification.,Little Rangitoto Reserve,"55 to 71 Upland Road, Remuera","55 Upland Rd, Remuera, Auckland 1050, New Zealand",-36.8754179,174.8090808,"55 Upland Rd, Remuera, Auckland 1050, New Zealand",-36.8754179,174.8090808,6,14,0.9361702127659575,0.8333333333333334
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1105,"Barbecue, playground, boatramp, toilets",Small reserve with lovely coastal views. Great for families as is a very safe swimming location.,Little Oneroa Reserve,"Ocean View Road, Oneroa, Waiheke Island","Oneroa Village Ln, Oneroa, Auckland 1081, New Zealand",-36.7820772,175.0097694,"Oneroa Village Ln, Oneroa, Auckland 1081, New Zealand",-36.7820772,175.0097694,35,22,0.6451612903225806,0.7476635514018691
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13232,playground,Local Park - Leisure,Linwood Reserve,"Linwood Avenue, Forrest Hill","Linwood Res, Forrest Hill, Auckland 0620, New Zealand",-36.7565595,174.7460835,"Linwood Res, Forrest Hill, Auckland 0620, New Zealand",-36.7565595,174.7460835,10,17,0.9056603773584906,0.7912087912087912
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13231,playground,Local Park - Leisure,Linley Reserve,"Mountbatten Avenue, Hillcrest","Linley Reserve Linley Pl, Hillcrest, Auckland 0627, New Zealand",-36.793805,174.7322909,"Linley Reserve Linley Pl, Hillcrest, Auckland 0627, New Zealand",-36.793805,174.7322909,15,26,0.8571428571428571,0.74
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13227,playground,Local Park - Leisure,Lindisfarne,"Lake Road, Devonport","Devonport, Auckland, New Zealand",-36.8274402,174.7966955,"Lindisfarne Reserve Tonar St, Northcote, Auckland 0627, New Zealand",-36.7952425,174.7458387,14,33,0.8205128205128205,0.6732673267326733
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13214,"playground, toilets",,Les Waygood Park,"2A North Piha Road, Piha","2 N Piha Rd, Piha 0772, New Zealand",-36.9426043,174.4646708,"2 N Piha Rd, Piha 0772, New Zealand",-36.9426043,174.4646708,14,13,0.775,0.7397260273972602
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13211,playground,Local Park - Leisure,Lenihan Reserve,"Lake Road, Devonport","Devonport, Auckland, New Zealand",-36.8274402,174.7966955,"Lenihan Reserve Lenihan St, Northcote, Auckland 0627, New Zealand",-36.7968415,174.7440434,18,27,0.7804878048780488,0.7378640776699029
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13210,playground,Local Park - Leisure,Lendenfield Reserve,"26R Lendenfield Drive, Papatoetoe","Papatoetoe, Auckland, New Zealand",-36.9793805,174.8557047,"Auckland, New Zealand",-36.8484597,174.7633315,20,19,0.7674418604651163,0.6885245901639344
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13201,playground,Local Park - Leisure,Leiden Reserve,"Target Road, Wairau Valley","Leiden Reserve Leiden Pl, Totara Vale, Auckland 0629, New Zealand",-36.7646427,174.7295156,"Leiden Reserve Leiden Pl, Totara Vale, Auckland 0629, New Zealand",-36.7646427,174.7295156,22,28,0.7966101694915254,0.7254901960784313
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13199,playground,Local Park - Leisure,Leaver Park,"3R Leaver Place, Clendon Park","3 Leaver Pl, Weymouth, Auckland 2103, New Zealand",-37.0364666,174.8707042,"3 Leaver Pl, Weymouth, Auckland 2103, New Zealand",-37.0364666,174.8707042,19,14,0.7524752475247525,0.813953488372093
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13198,playground,Local Park - Sport,Leabank Park,"30R Claymore Street, Manurewa","30 Claymore St, Manurewa, Auckland 2102, New Zealand",-37.0337507,174.8888373,"30 Claymore St, Manurewa, Auckland 2102, New Zealand",-37.0337507,174.8888373,6,15,0.94,0.8314606741573034
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13195,playground,,Lawson Park,"38 Willerton Avenue, New Lynn","38 Willerton Ave, New Lynn, Auckland 0600, New Zealand",-36.9181223,174.6753468,"38 Willerton Ave, New Lynn, Auckland 0600, New Zealand",-36.9181223,174.6753468,6,15,0.9423076923076923,0.8387096774193549
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1075,,"A very pleasant open space enjoyed by local people, also referred to as Alcock Reserve as both parks are joined together.",Lavas Reserve,"4 Lavas Place, Mt Wellington","4 Lavas Pl, Mount Wellington, Auckland 1060, New Zealand",-36.9049778,174.8309976,"4 Lavas Pl, Mount Wellington, Auckland 1060, New Zealand",-36.9049778,174.8309976,12,22,0.8888888888888888,0.7391304347826086
