url,facilities,about,name,address
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13601,"playground, toilets",Local Park - Coastal,Omana Esplanade,"26R and 34W and 50R Omana Esplanade and 9R Omana Beach Road, Maraetai"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13593,"Olympic Park, located alongside the Avondale stream, was awarded the Outstanding Park Award 2007 by the New Zealand Recreation Association (NZEA).  The park offers a state of the art playground, large open spaces and sports facilities.",,Olympic Park,"36 Portage Road, New Lynn"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13592,playground,Local Park - Leisure,Olive Grove,"50 Verdale Circle, Glen Eden"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1490,"Playground, table",Local green open space.,Old Mill Reserve,"120 Old Mill Road, Westmere"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13572,playground,,Oakley Creek Walkway,"1408-1508 Great North Road, Waterview"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13577,playground,Local Park - Leisure,O'Conner Drive Reserve,"13 Pioneer Place, Pukekohe"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13571,playground,Local Park - Leisure,Oak Park,"23 Oakpark Place, West Harbour"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13563,playground,Local Park - Coastal,Northcroft Esplanade Reserve,"Northcroft Street, Takapuna"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13561,"playground, toilets",Local Park - Sport,Northall Park,"107 Titirangi Road, New Lynn"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13557,playground,Local Park - Leisure,North Road Reserve,"6 North Road, Clevedon"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13555,"playground, toilets",Local Park - Leisure,Normanton Reserve,"Normanton Street, Glenfield"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13553,playground,Local Park - Sport,Norana Park,"21R, 29A, 31, 61 Norana Avenue, Favona"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1470,"Nixon Skatepark is also home to  Nixon Skatepark, designed for the needs of 6-13 year old skaters.","A medium sized park, sunny location with trees within the park that give it a pleasant feel. Limited use for those passively looking for something to do, but ideal for recreational purposes. Caters for basketball, volleyball, rugby league and touch, has training lights for use on cold dark winter nights.",Nixon Park,"11 Central Road, Kingsland"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13552,playground,Local Park - Sport,Nixon Centennial Park,"70R Sale Street, Howick"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13551,playground,Local Park - Leisure,Nimrod Park,"13R Nimrod Place, Half Moon Bay"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13548,playground,Local Park - Leisure,Nile Reserve,"Nile Road, Milford"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13546,playground,Local Park - Leisure,Nicolas Reserve,"Between 14 and 16 Nicolas Avenue, Glen Eden"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1455,"Playground, table","Named after the first Mayor of Mount Eden, Oliver Nicholson, this park is one of five public recreation reserves within Mt Eden that cater for organised sports. Included in the park are a children’s play area, tennis courts, bowling greens and croquet lawns.",Nicholson Park,"25 Poronui Street, Mt Eden"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1545,Also has a sports venue located along the waterfront (between the playground and the bowling club). Best known for it's location but also great for cricket and rugby games. Home of Teachers Eastern Rugby Club and Orakei Bowling Club.,"Area located between the bowling club and Reihana Street, which leads from Ngake Street (beginning of Ngake Walkway).",Orakei Domain,"11 Tamaki Drive, Orakei"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13544,"playground, toilets",Local Park - Sport,Ngati Otara Park,"95R and 100R Otara Road, Otara"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1420,Development after the adoption of the first management plan for the Park in 1989 included extensive planting of both native and exotic species. Of note are the many native species planted along the south-eastern edge of the terrace along the top of the steep bank down to the gully.,"Newmarket Park is located on the western slope of the Newmarket Stream gully, with the main entrance and parking facility at 51 Ayr Street, Newmarket.",Newmarket Park,"51 Ayr Street, Parnell"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13532,"playground, toilets",Local Park - Sport,Neville Power Memorial Park,"Between 28 and 39 Kirrie Avenue, Te Atatu South"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13530,playground,Local Park - Leisure,Neptune Avenue Reserve,"Neptune Avenue, Beach Haven"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13521,"BBQ,playground, toilets",Local Park - Coastal,Narrow Neck Beach,"Wairoa Road, Narrow Neck"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1410,"This park contains many displays of lovely trees offering shade during the hot summer months including Puriri, a huge Morton Bay Fig, and an avenue of palms. Take pleasure from Michelangelo's replica of Moses which was presented to the city in 1971, and other such fascinating works. Pedestrian access is available from Queen Street, Karangahape Road, Greys Avenue and Mayoral Drive.","Immerse yourself in this central city oasis, take a weekday stroll or enjoy a picnic on this sloping, linear, historical park. Myers Park links the diverse and colourful Karangahape Road with Aotea Square and Queen Street.",Myers Park,"72 Greys Avenue, 381 Queen Street, Auckland Central"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1395,"Playground, tables, toilets","An open space near the heart of Otahuhu, surrounded by Church Street and Avenue Road, offers many opportunities for informal/formal, passive and/or active events.",Murphy Park,"102 Church Street, Otahuhu"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13510,"playground, toilets",Local Park - Sport,Murphy Park,"102 Church Street, Otahuhu"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13507,playground,,Muriwai Beach Regional Park and Beach,"Motutara Road, Muriwai"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13505,playground,Local Park - Leisure,Murillo Reserve,"20 Murillo Place, Henderson"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1400,Playground,"Narrow space catering to league, rugby and touch with paths that link local streets. Used mainly by locals as an accessway and for walking within the park.",Murray Halberg Park,"117 Richardson Road, Owairaka"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1385,,Dunkirk Reserve and Mt Wellington War Memorial Reserve - The War Memorial is one of the most used reserves in the area. Together with the adjoining Dunkirk Road Reserve it makes up an area of 15½ hectares with one kilometre of waterfront bounding the Tamaki River.,Mt Wellington War Memorial Reserve,"14 to 50 Dunkirk Road, Panmure"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1350,,Local green open space.,Mt Albert War Memorial Reserve,"751 to 761 New North Road, St Lukes"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13494,"playground, toilets",Local Park - Sport,Moyle Park,"48R Bader Drive, Mangere"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13493,"playground, toilets",Premier Park - Sport,Mountfort Park,"25R Dr Pickering Avenue, Manurewa"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13488,playground,Local Park - Leisure,Motatau Park,"74R Motatau Road, Papatoetoe"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1345,Playground,"An hours drive from Claris Airfield, a lovely coastal and remote area of Great Barrier Island.",Motairehe Road playground,Great Barrier Island
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1330,Playground,Small local green open space.,Monkey Hill,"George Street to 31 Onslow Road, Mt Eden"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13477,playground,Local Park - Leisure,Montgomery Reserve,"Wicklow Road, Belmont"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13475,playground,Local Park - Leisure,Monarch Park,"McDonnell Crescent, Hillcrest"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1325,Playground,Local green open space.,Molley Green Reserve,"47 to 53 Morrie Laing Avenue, Mt Roskill"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13469,"BBQ,playground, toilets","Half of this large park in dense bush, where you can walk of jog through the network of tracks. The other half is sports fields.",Moire Park,"91-97 Moire Road, Massey"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1320,Playground,Local green open space.,Moira Reserve,"14 Moira Street, Ponsonby"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1315,,Local green open space.,Moa Reserve,"73 to 75 Moa Road, Pt Chevalier"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13465,playground,Local Park - Leisure,Mission Heights Reserve,"104R Jeffs Road Area with playground, Flat Bush"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1305,,"Mission Bay is one of Auckland city's most popular waterfront locations. A great venue to relax in the sun, have a swim, and try wind surfing.",Mission Bay,"48 Tamaki Drive, Mission Bay"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13463,playground,Local Park - Leisure,Mirrabooka Park,"7R Mirrabooka Avenue, Botany Downs"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13455,playground,Local Park - Leisure,Milton Park,"23R Milton Road and 40R Landon Avenue, Papatoetoe"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1300,"Playground, table",Local green open space.,Miranda Reserve,"32a Miranda Street, Avondale"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13445,"BBQ,playground, toilets",Local Park - Coastal,Milford Reserve,"Craig Road, Milford"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13437,playground,Local Park - Leisure,Middlemore Park,"65R and 67R Swaffield Road, Papatoetoe"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1295,"Caters for cricket and soccer, and is home to the Ellerslie Recreation Centre and a number of smaller leased facilities.","A huge open space, accessible by a number of streets with the main entrance being Michaels Avenue. This reserve has it's own wetland area to the north of the park with an interesting array of flora, fauna and wild life.",Michaels Avenue Reserve,"46 Michaels Avenue, Ellerslie"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13433,playground,Local Park - Leisure,Mervan Street Reserve,"18R Mervan Street, Mangere East"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13430,playground,Local Park - Leisure,Memorial Square,"3 Memorial Drive, New Lynn"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13428,playground,Local Park - Leisure,Melrose Reserve,"Shoal Bay Road, Devonport"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13424,playground,Local Park - Leisure,Melia Reserve,"24 Ginders Drive, Massey"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13421,playground,Local Park - Leisure,Megan Park,"3R Megan Avenue, Pakuranga Heights"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13419,playground,Local Park - Leisure,Medvale Ave Reserve,"51R Medvale Avenue, Flat Bush"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13417,"BBQ,playground",Local Park - Leisure,Meadowood Reserve,"Meadowood Drive, Unsworth Heights"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13416,"playground, toilets",Local Park - Sport,Meadowland Park,"41R Meadowland Drive, Howick"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13412,playground,Local Park - Leisure,McShane Street Reserve,"31 Mcshane Street, Pukekohe"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13409,"playground, toilets",Premier Park - Sport,Mcleod Park,"200 McLeod Road, Te Atatu South"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13402,playground,Local Park - Leisure,Mckinley Park,"8-10 McKinley Road, Sunnyvale"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13399,playground,Local Park - Leisure,McIntosh Park,"7 Romilly Court, Papakura Central"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13393,playground,Local Park - Leisure,Mcclintock Reserve,"Between 22 and 24 McClintock Road, Massey"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13389,playground,,Maygrove Reserve,"110 Riverside Road, Orewa"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1255,"This open space runs from the Glen Innes Shopping Centre, starting with the Ruapotaka Marae, Glen Innes Community Centre/CAB/Plunket facility and Glen Innes Library all the way down to the","A lovely long open space, with a creek running through the centre of it. It is a favourite walkway for locals. Still has remnants of the community garden established by Tom Court with the feijoas trees still providing fruit for school children running parallel to the path.",Maybury Reserve,"40 Maybury Street, Pt England"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13384,playground,Local Park - Leisure,Maxwell Park,"27R Maxwell Avenue, Papatoetoe"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13382,playground,Local Park - Leisure,Maui Reserve,"18 Maui Street, New Lynn"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13379,playground,Local Park - Leisure,Mathews Park,"29R Matthews Road, Flat Bush"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13377,"playground, toilets",,Matheson Bay Reserve,"2 Matheson Bay Road, Matheson Bay"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1215,"The remainder of the reserve is an open, grassed area with peripheral planting. This planting consists of specimen trees such as betula pendula and prunus spp surrounded by a lower planting level which includes varieties of pittosporum, lantana, grevillea, nandina, phormium and hebe. A mature vitex lucens (puriri) dominates the street frontage of the reserve.",A hall is located on the western side of the reserve. An area to the rear of the hall is fenced and contains play equipment for use by the kindergarten.,Massey Reserve,"21 to 27 Massey Avenue, Greenlane"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13367,"playground, toilets",Local Park - Sport,Massey Park,"Belgium Street, Waiuku"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13364,playground,Local Park - Sport,Massey Domain,"4 Red Hills Road, Massey"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13363,"playground, toilets",Local Park - Leisure,Mason Park,"13 Fruitvale Road, New Lynn"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1205,"Barbecue, playground, toilets",Local green open space with magnificent views south from Waiheke Island.,Mary Wilson Reserve,"Valley and McMillan Roads, Kauakarua Bay (corner), Waiheke Island"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13358,"playground, toilets",,Martins Bay Reserve,"Beach end of Martins Bay Road, Martins Bay"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13357,playground,Local Park - Leisure,Martin Jugum Reserve,"36 Martin Jugum Lane, Ranui"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13353,playground,Local Park - Leisure,Marrendallas Park,"29R Marrendallas Drive, Highland Park"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13352,playground,Local Park - Leisure,Marlene Glade,"Between 6 and 8 Porter Avenue, Te Atatu South"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13351,"playground, toilets",Local Park - Leisure,Marlborough Park,"Edgeworth Place, Glenfield"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13350,playground,Local Park - Leisure,Marinich Reserve,"22 Marinich Drive, Ranui"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13346,playground,There is a children's playground  and you can also join the Waipareira walkway for a scenic stroll.,Marina View Reserve,"40 Marina View Drive, West Harbour"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1175,"Playground, bike stands, toilets","A lovely open space available for a variety of passive and active sports, this venue also caters for the Lynfield Recreation Centre, Day Care Centre and Scout Den.",Margaret Griffen Park,"112 White Swan Road, Mt Roskill"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13336,"playground, toilets",Local Park - Coastal,Maraetai Park,"186R and 188R and 194 and 208R Maraetai  Drive, Maraetai"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13333,playground,Local Park - Leisure,Maraetai Drive Reserve,"161R Maraetai Drive, Maraetai"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13327,playground,Local Park - Leisure,Manutewhau Reserve,"13 Jadewynn Drive, Massey"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13326,playground,Local Park - Leisure,Manuroa Reserve,"103R Manuroa Road, Takanini"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13325,,Local Park - Sport,Manurewa Recreation Centre,"31R Russell Road, Manurewa"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13321,"playground, toilets",Local Park - Sport,Manukau Sports Bowl,"1-6R Boundary Road (Sports Bowl area not including Velodrome), Manukau Central"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13319,playground,Local Park - Leisure,Manukau Park,"96R Muir Avenue, Mangere Bridge"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13316,"playground, toilets",Natural,Manuka Reserve,"Manuka Road, Glenfield"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13315,playground,Local Park - Leisure,Manuka Park,"62-68 Nikau Street, New Lynn"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13313,playground,,Manuhiri Reserve,"End of Taumata Road, Omaha South"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13310,"playground, toilets",,Manly Park,"68 Laurence Street, Manly"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13308,,,Mangere Domain,"17R Domain Road, 22R and 22 Mountain Road, 27R Putini Road, 21W Kanohi Terrace, Mangere Bridge"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13307,"playground, toilets",Local Park - Sport,Mangere Centre Park,"93R and 101R and 141R and 161R Robertson Road, Mangere"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13300,playground,Local Park - Leisure,Malcolm Hahn Memorial Reserve,"41 Waimarie Road, Whenuapai"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13296,"playground, toilets",Local Park - Leisure,Mairangi Bay Village Green,"Sidmouth Street, Mairangi Bay"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1150,"Located close to the waterfront area and flat, is used as a location for those fun events after Round the Bays.",A large open space catering to the fans of soccer and cricket. A lovely park for both informal and formal activities throughout the year.,Madills Farm Recreational Reserve,"6 Baddeley Avenue, Kohimarama"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13272,playground,Natural,Lynn Reserve,"Lynn Road, Bayview"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1145,"Playground, toilets",Local green open space.,Lynfield Reserve,"34 Rangitiki Crescent, Lynfield"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1140,"Playground, viewing platform, boardwalk, lookout","Local green with coastal access. Part of the Lynfield Cove Ramble consists of a pleasant rambling walk with a few semi steep rises. It skirts the forest strip that widens into the Manukau Domain. Take in the panoramic scenes before plunging into the depths of primeval forest, and then emerging into a blast of light and magnificent views of the foreshore.",Lynfield Cove Reserve,"38 Strathnaver Crescent, Mt Roskill"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13270,playground,Local Park - Leisure,Lydford Green,"Between 15 and 17 Lydford Place, Glendene"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1125,"Playground, table",Local green open space.,Luke Street Reserve,"30 Luke Street, Otahuhu"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13268,playground,Local Park - Leisure,Luke Street Reserve,"30 Luke Street, Otahuhu"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13264,"BBQ,playground, toilets",There is a children's playground  and you can also join the Waipareira walkway for a scenic stroll.,Luckens Reserve,"84-100 Marina View Drive, West Harbour"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13252,playground,Local Park - Leisure,Longford Park Link Reserve,"7R, 26R, 29R, 50R Longford Park Drive, 6R Moss Crescent, Takanini"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13249,playground,Local Park - Leisure,Lone Tree Park,"1-5 Lone Tree Avenue, Te Atatu Peninsula"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13245,playground,Local Park - Leisure,Logan Carr Reserve,"585R Chapel Road, Dannemora"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13244,playground,Local Park - Leisure,Lockington Green,"2 Neta Grove, Henderson"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13243,playground,Local Park - Leisure,Locket Reserve,"Bruce Road, Locket Road, Glenfield"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13239,"playground, toilets",Premier Park - Sport,Lloyd Elsmore Park,"2R Bells Road, Pakuranga"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13237,playground,Local Park - Coastal,Little Shoal Bay,"Glade Place, Birkenhead"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1110,,Local green with playground. This former cone has undergone some extensive modification.,Little Rangitoto Reserve,"55 to 71 Upland Road, Remuera"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1105,"Barbecue, playground, boatramp, toilets",Small reserve with lovely coastal views. Great for families as is a very safe swimming location.,Little Oneroa Reserve,"Ocean View Road, Oneroa, Waiheke Island"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13232,playground,Local Park - Leisure,Linwood Reserve,"Linwood Avenue, Forrest Hill"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13231,playground,Local Park - Leisure,Linley Reserve,"Mountbatten Avenue, Hillcrest"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13227,playground,Local Park - Leisure,Lindisfarne,"Lake Road, Devonport"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13214,"playground, toilets",,Les Waygood Park,"2A North Piha Road, Piha"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13211,playground,Local Park - Leisure,Lenihan Reserve,"Lake Road, Devonport"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13210,playground,Local Park - Leisure,Lendenfield Reserve,"26R Lendenfield Drive, Papatoetoe"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13201,playground,Local Park - Leisure,Leiden Reserve,"Target Road, Wairau Valley"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13199,playground,Local Park - Leisure,Leaver Park,"3R Leaver Place, Clendon Park"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13198,playground,Local Park - Sport,Leabank Park,"30R Claymore Street, Manurewa"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13195,playground,,Lawson Park,"38 Willerton Avenue, New Lynn"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1075,,"A very pleasant open space enjoyed by local people, also referred to as Alcock Reserve as both parks are joined together.",Lavas Reserve,"4 Lavas Place, Mt Wellington"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13184,playground,Local Park - Leisure,Lappington Park,"23R Lappington Road, Otara"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13183,playground,Local Park - Coastal,Lansdowne Reserve,"Lansdowne Reserve, Richmonds Downs"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13171,playground,A peaceful lake and reserve nestled in a valley amongst the suburbs with flowering lilies and vibrant bird life and a children's playground across the road at Xena Park.,Lake Panorama,"58 Sapperton Drive, Henderson"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13166,playground,,Laingholm Reserve,"4 Western Road, Laingholm"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13160,"playground, toilets",,La Rosa Garden Reserve,"10 La Rosa Street, Green Bay"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1060,Playground,Local green open space.,Kupe Reserve,"146 Kepa Road, Orakei"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1055,Playground,Local green open space.,Kupe North Reserve,"97 Kupe Street, Orakei"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13149,playground,Streetscape,Kowhai Road Reserve,"Kowhai Road, Mairangi Bay"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1845,,Local green open space.,Kuaka Park,"40 to 48 Oakley Avenue, Waterview"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13155,,Local Park - Leisure,Kurt Elsa Park,"7R Vickerman Street, Otara"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1035,"Playground, tables, toilets",Access to Konini Reserve is  from both Waiohua Road and Rangiora Avenue. The reserve provides a pedestrian link between these two streets. Part of the reserve is open space with a grove of native and exotic trees and a formal rose garden.,Konini Reserve,"18a Waiohua Road, Greenlane"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13139,"playground, toilets",Premier Park - Sport,Kohuora Park,"36R, 44R Station Road and 28 Lendenfeld Drive and 10W, 12R Reseda Place, Papatoetoe"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13136,playground,Local Park - Leisure,Knightsbridge Reserve,"Knightsbridge Drive, Forrest Hill"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13133,playground,Local Park - Leisure,Kiwi Reserve,"Kiwi Road, Stanley Point"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13131,"playground, toilets",Esplanade,Kiwi Esplanade,"1R, 9R, 32R, 68R, 69R, 70R, 84R and 86R Kiwi Esplanade, Mangere Bridge"
